Answer,Division,Grouping,Level,Org_Group,Organization,Q Id,Q-Pillar_Group,Question Id,Question Id Details,Question Id Enum,Question Id Short,Question Type,State,Submission Id,Text Answer,Title,Value_NULL,Wording,Completion_Rate,Q_Score,Score_Status,Value
4,Operations,Data analysis,Management / Associate,USPO,USPO,DTM3_5,DTM3_5,QID735,QID73,DTM3_5,DTM3,Likert,COMPLETED,R_cO93ppSQPkIMsY9,Rarely,Dev Team Manager,FALSE, To what extent does the workforce engage in the following activities?,1,0.25,Initial AI,1
2,Operations,Algorithm development,Management / Associate,USPO,USPO,DTM3_6,DTM3_6,QID736,QID73,DTM3_6,DTM3,Likert,COMPLETED,R_cO93ppSQPkIMsY9,Often,Dev Team Manager,FALSE, To what extent does the workforce engage in the following activities?,1,0.75,Optimizing AI,3
1,Operations,Algorithm validation,Management / Associate,USPO,USPO,DTM3_7,DTM3_7,QID737,QID73,DTM3_7,DTM3,Likert,COMPLETED,R_cO93ppSQPkIMsY9,Always,Dev Team Manager,FALSE, To what extent does the workforce engage in the following activities?,1,1,Optimizing AI,4
3,Operations,Full stack development,Management / Associate,USPO,USPO,DTM3_8,DTM3_8,QID738,QID73,DTM3_8,DTM3,Likert,COMPLETED,R_cO93ppSQPkIMsY9,Sometimes,Dev Team Manager,FALSE, To what extent does the workforce engage in the following activities?,1,0.5,Maturing AI,2
5,Operations,UX generation,Management / Associate,USPO,USPO,DTM3_9,DTM3_9,QID739,QID73,DTM3_9,DTM3,Likert,COMPLETED,R_cO93ppSQPkIMsY9,Never,Dev Team Manager,FALSE, To what extent does the workforce engage in the following activities?,1,0,Initial AI,0
,Operations,Natural language processing,Management / Associate,USPO,USPO,DTM4_1,DTM4_1,"QID74,choiceId:1",QID74,DTM4_1,DTM4,Multi-Punch,COMPLETED,R_cO93ppSQPkIMsY9,,Dev Team Manager,TRUE, Which of the following techniques does your organization use? Please select all that ,1,,Optimizing AI,
,Operations,Unsupervised learning,Management / Associate,USPO,USPO,DTM4_2,DTM4_2,"QID74,choiceId:2",QID74,DTM4_2,DTM4,Multi-Punch,COMPLETED,R_cO93ppSQPkIMsY9,,Dev Team Manager,TRUE, Which of the following techniques does your organization use? Please select all that ,1,,Optimizing AI,
,Operations,Supervised learning,Management / Associate,USPO,USPO,DTM4_3,DTM4_3,"QID74,choiceId:3",QID74,DTM4_3,DTM4,Multi-Punch,COMPLETED,R_cO93ppSQPkIMsY9,,Dev Team Manager,TRUE, Which of the following techniques does your organization use? Please select all that ,1,,Optimizing AI,
1,Operations,Forecasting and simulation,Management / Associate,USPO,USPO,DTM4_4,DTM4_4,"QID74,choiceId:4",QID74,DTM4_4,DTM4,Multi-Punch,COMPLETED,R_cO93ppSQPkIMsY9,Forecasting and simulation,Dev Team Manager,TRUE, Which of the following techniques does your organization use? Please select all that ,1,,Optimizing AI,
,Operations,Process automation,Management / Associate,USPO,USPO,DTM4_5,DTM4_5,"QID74,choiceId:5",QID74,DTM4_5,DTM4,Multi-Punch,COMPLETED,R_cO93ppSQPkIMsY9,,Dev Team Manager,TRUE, Which of the following techniques does your organization use? Please select all that ,1,,Optimizing AI,
,Operations,Statistical modeling,Management / Associate,USPO,USPO,DTM4_6,DTM4_6,"QID74,choiceId:6",QID74,DTM4_6,DTM4,Multi-Punch,COMPLETED,R_cO93ppSQPkIMsY9,,Dev Team Manager,TRUE, Which of the following techniques does your organization use? Please select all that ,1,,Optimizing AI,
,Operations,Neural networks,Management / Associate,USPO,USPO,DTM4_7,DTM4_7,"QID74,choiceId:7",QID74,DTM4_7,DTM4,Multi-Punch,COMPLETED,R_cO93ppSQPkIMsY9,,Dev Team Manager,TRUE, Which of the following techniques does your organization use? Please select all that ,1,,Optimizing AI,
,Operations,Other,Management / Associate,USPO,USPO,DTM4_9,DTM4_9,"QID74,choiceId:9",QID74,DTM4_9,DTM4,Multi-Punch,COMPLETED,R_cO93ppSQPkIMsY9,,Dev Team Manager,TRUE, Which of the following techniques does your organization use? Please select all that ,1,,Optimizing AI,
,Operations,(please specify),Management / Associate,USPO,USPO,DTM4_9_TEXT,DTM4_9_TEXT,QID749TEXT,QID74,DTM4_9_TEXT,DTM4,Multi-Punch,COMPLETED,R_cO93ppSQPkIMsY9,,Dev Team Manager,TRUE, Which of the following techniques does your organization use? Please select all that ,1,,Optimizing AI,
,Operations,MySQL,Management / Associate,USPO,USPO,DTM5_1,DTM5_1,"QID75,choiceId:1",QID75,DTM5_1,DTM5,Multi-Punch,COMPLETED,R_cO93ppSQPkIMsY9,,Dev Team Manager,TRUE, Which of the data warehousing capabilities does your organization use to enable AI model building? Please select all that ,1,,Optimizing AI,
,Operations,Microsoft Azure Data Lake,Management / Associate,USPO,USPO,DTM5_10,DTM5_10,"QID75,choiceId:10",QID75,DTM5_10,DTM5,Multi-Punch,COMPLETED,R_cO93ppSQPkIMsY9,,Dev Team Manager,TRUE, Which of the data warehousing capabilities does your organization use to enable AI model building? Please select all that ,1,,Optimizing AI,
,Operations,Amazon Redshift,Management / Associate,USPO,USPO,DTM5_11,DTM5_11,"QID75,choiceId:11",QID75,DTM5_11,DTM5,Multi-Punch,COMPLETED,R_cO93ppSQPkIMsY9,,Dev Team Manager,TRUE, Which of the data warehousing capabilities does your organization use to enable AI model building? Please select all that ,1,,Optimizing AI,
,Operations,Amazon Athena,Management / Associate,USPO,USPO,DTM5_12,DTM5_12,"QID75,choiceId:12",QID75,DTM5_12,DTM5,Multi-Punch,COMPLETED,R_cO93ppSQPkIMsY9,,Dev Team Manager,TRUE, Which of the data warehousing capabilities does your organization use to enable AI model building? Please select all that ,1,,Optimizing AI,
1,Operations,Amazon DynamoDB,Management / Associate,USPO,USPO,DTM5_13,DTM5_13,"QID75,choiceId:13",QID75,DTM5_13,DTM5,Multi-Punch,COMPLETED,R_cO93ppSQPkIMsY9,Amazon DynamoDB,Dev Team Manager,TRUE, Which of the data warehousing capabilities does your organization use to enable AI model building? Please select all that ,1,,Optimizing AI,
,Operations,Google Cloud BigQuery,Management / Associate,USPO,USPO,DTM5_14,DTM5_14,"QID75,choiceId:14",QID75,DTM5_14,DTM5,Multi-Punch,COMPLETED,R_cO93ppSQPkIMsY9,,Dev Team Manager,TRUE, Which of the data warehousing capabilities does your organization use to enable AI model building? Please select all that ,1,,Optimizing AI,
,Operations,Google Cloud BigQuery,Management / Associate,USPO,USPO,DTM5_15,DTM5_15,"QID75,choiceId:15",QID75,DTM5_15,DTM5,Multi-Punch,COMPLETED,R_cO93ppSQPkIMsY9,,Dev Team Manager,TRUE, Which of the data warehousing capabilities does your organization use to enable AI model building? Please select all that ,1,,Optimizing AI,
,Operations,Google Cloud Firestore,Management / Associate,USPO,USPO,DTM5_16,DTM5_16,"QID75,choiceId:16",QID75,DTM5_16,DTM5,Multi-Punch,COMPLETED,R_cO93ppSQPkIMsY9,,Dev Team Manager,TRUE, Which of the data warehousing capabilities does your organization use to enable AI model building? Please select all that ,1,,Optimizing AI,
,Operations,Other,Management / Associate,USPO,USPO,DTM5_18,DTM5_18,"QID75,choiceId:18",QID75,DTM5_18,DTM5,Multi-Punch,COMPLETED,R_cO93ppSQPkIMsY9,,Dev Team Manager,TRUE, Which of the data warehousing capabilities does your organization use to enable AI model building? Please select all that ,1,,Optimizing AI,
,Operations,PostgreSQL,Management / Associate,USPO,USPO,DTM5_2,DTM5_2,"QID75,choiceId:2",QID75,DTM5_2,DTM5,Multi-Punch,COMPLETED,R_cO93ppSQPkIMsY9,,Dev Team Manager,TRUE, Which of the data warehousing capabilities does your organization use to enable AI model building? Please select all that ,1,,Optimizing AI,
,Operations,SQLite,Management / Associate,USPO,USPO,DTM5_3,DTM5_3,"QID75,choiceId:3",QID75,DTM5_3,DTM5,Multi-Punch,COMPLETED,R_cO93ppSQPkIMsY9,,Dev Team Manager,TRUE, Which of the data warehousing capabilities does your organization use to enable AI model building? Please select all that ,1,,Optimizing AI,
,Operations,Oracle Database,Management / Associate,USPO,USPO,DTM5_4,DTM5_4,"QID75,choiceId:4",QID75,DTM5_4,DTM5,Multi-Punch,COMPLETED,R_cO93ppSQPkIMsY9,,Dev Team Manager,TRUE, Which of the data warehousing capabilities does your organization use to enable AI model building? Please select all that ,1,,Optimizing AI,
1,Operations,MongoDB,Management / Associate,USPO,USPO,DTM5_5,DTM5_5,"QID75,choiceId:5",QID75,DTM5_5,DTM5,Multi-Punch,COMPLETED,R_cO93ppSQPkIMsY9,MongoDB,Dev Team Manager,TRUE, Which of the data warehousing capabilities does your organization use to enable AI model building? Please select all that ,1,,Optimizing AI,
1,Operations,Snowflake,Management / Associate,USPO,USPO,DTM5_6,DTM5_6,"QID75,choiceId:6",QID75,DTM5_6,DTM5,Multi-Punch,COMPLETED,R_cO93ppSQPkIMsY9,Snowflake,Dev Team Manager,TRUE, Which of the data warehousing capabilities does your organization use to enable AI model building? Please select all that ,1,,Optimizing AI,
,Operations,IBM Db2,Management / Associate,USPO,USPO,DTM5_7,DTM5_7,"QID75,choiceId:7",QID75,DTM5_7,DTM5,Multi-Punch,COMPLETED,R_cO93ppSQPkIMsY9,,Dev Team Manager,TRUE, Which of the data warehousing capabilities does your organization use to enable AI model building? Please select all that ,1,,Optimizing AI,
,Operations,Microsoft SQL Server,Management / Associate,USPO,USPO,DTM5_8,DTM5_8,"QID75,choiceId:8",QID75,DTM5_8,DTM5,Multi-Punch,COMPLETED,R_cO93ppSQPkIMsY9,,Dev Team Manager,TRUE, Which of the data warehousing capabilities does your organization use to enable AI model building? Please select all that ,1,,Optimizing AI,
,Operations,Microsoft Access,Management / Associate,USPO,USPO,DTM5_9,DTM5_9,"QID75,choiceId:9",QID75,DTM5_9,DTM5,Multi-Punch,COMPLETED,R_cO93ppSQPkIMsY9,,Dev Team Manager,TRUE, Which of the data warehousing capabilities does your organization use to enable AI model building? Please select all that ,1,,Optimizing AI,
,Operations,(please specify),Management / Associate,USPO,USPO,DTM5_18_TEXT,DTM5_18_TEXT,QID7518TEXT,QID75,DTM5_18_TEXT,DTM5,Multi-Punch,COMPLETED,R_cO93ppSQPkIMsY9,,Dev Team Manager,TRUE, Which of the data warehousing capabilities does your organization use to enable AI model building? Please select all that ,1,,Optimizing AI,
2,Operations,Data,Management / Associate,USPO,USPO,DTM6,DTM6,QID76,QID76,DTM6,DTM6,Likert,COMPLETED,R_cO93ppSQPkIMsY9,Mostly in the cloud,Dev Team Manager,FALSE, Which of the following best describes how your organization stores data?,1,1,Optimizing AI,4
1,Operations,Amazon Web Services (AWS),Management / Associate,USPO,USPO,DTM6a_1,DTM6a_1,"QID77,choiceId:1",QID77,DTM6a_1,DTM6a,Multi-Punch,COMPLETED,R_cO93ppSQPkIMsY9,Amazon Web Services (AWS),Dev Team Manager,TRUE, What cloud hosting/computing capabilities does your organization use? Please select all that ,1,,Optimizing AI,
,Operations,Other,Management / Associate,USPO,USPO,DTM6a_10,DTM6a_10,"QID77,choiceId:10",QID77,DTM6a_10,DTM6a,Multi-Punch,COMPLETED,R_cO93ppSQPkIMsY9,,Dev Team Manager,TRUE, What cloud hosting/computing capabilities does your organization use? Please select all that ,1,,Optimizing AI,
,Operations,Microsoft Azure,Management / Associate,USPO,USPO,DTM6a_2,DTM6a_2,"QID77,choiceId:2",QID77,DTM6a_2,DTM6a,Multi-Punch,COMPLETED,R_cO93ppSQPkIMsY9,,Dev Team Manager,TRUE, What cloud hosting/computing capabilities does your organization use? Please select all that ,1,,Optimizing AI,
,Operations,Google Cloud Platform (GCP),Management / Associate,USPO,USPO,DTM6a_3,DTM6a_3,"QID77,choiceId:3",QID77,DTM6a_3,DTM6a,Multi-Punch,COMPLETED,R_cO93ppSQPkIMsY9,,Dev Team Manager,TRUE, What cloud hosting/computing capabilities does your organization use? Please select all that ,1,,Optimizing AI,
1,Operations,IBM Cloud / Red Hat,Management / Associate,USPO,USPO,DTM6a_4,DTM6a_4,"QID77,choiceId:4",QID77,DTM6a_4,DTM6a,Multi-Punch,COMPLETED,R_cO93ppSQPkIMsY9,IBM Cloud / Red Hat,Dev Team Manager,TRUE, What cloud hosting/computing capabilities does your organization use? Please select all that ,1,,Optimizing AI,
,Operations,Oracle Cloud,Management / Associate,USPO,USPO,DTM6a_5,DTM6a_5,"QID77,choiceId:5",QID77,DTM6a_5,DTM6a,Multi-Punch,COMPLETED,R_cO93ppSQPkIMsY9,,Dev Team Manager,TRUE, What cloud hosting/computing capabilities does your organization use? Please select all that ,1,,Optimizing AI,
,Operations,SAP Cloud,Management / Associate,USPO,USPO,DTM6a_6,DTM6a_6,"QID77,choiceId:6",QID77,DTM6a_6,DTM6a,Multi-Punch,COMPLETED,R_cO93ppSQPkIMsY9,,Dev Team Manager,TRUE, What cloud hosting/computing capabilities does your organization use? Please select all that ,1,,Optimizing AI,
,Operations,Salesforce Cloud,Management / Associate,USPO,USPO,DTM6a_7,DTM6a_7,"QID77,choiceId:7",QID77,DTM6a_7,DTM6a,Multi-Punch,COMPLETED,R_cO93ppSQPkIMsY9,,Dev Team Manager,TRUE, What cloud hosting/computing capabilities does your organization use? Please select all that ,1,,Optimizing AI,
,Operations,VMware Cloud,Management / Associate,USPO,USPO,DTM6a_8,DTM6a_8,"QID77,choiceId:8",QID77,DTM6a_8,DTM6a,Multi-Punch,COMPLETED,R_cO93ppSQPkIMsY9,,Dev Team Manager,TRUE, What cloud hosting/computing capabilities does your organization use? Please select all that ,1,,Optimizing AI,
,Operations,(please specify),Management / Associate,USPO,USPO,DTM6a_10_TEXT,DTM6a_10_TEXT,QID7710TEXT,QID77,DTM6a_10_TEXT,DTM6a,Multi-Punch,COMPLETED,R_cO93ppSQPkIMsY9,,Dev Team Manager,TRUE, What cloud hosting/computing capabilities does your organization use? Please select all that ,1,,Optimizing AI,
,Operations,Amazon Sagemaker,Management / Associate,USPO,USPO,DTM7_1,DTM7_1,"QID78,choiceId:1",QID78,DTM7_1,DTM7,Multi-Punch,COMPLETED,R_cO93ppSQPkIMsY9,,Dev Team Manager,TRUE, Which of the following machine learning products does your organization use? Please select all that ,1,,Optimizing AI,
,Operations,Other,Management / Associate,USPO,USPO,DTM7_12,DTM7_12,"QID78,choiceId:12",QID78,DTM7_12,DTM7,Multi-Punch,COMPLETED,R_cO93ppSQPkIMsY9,,Dev Team Manager,TRUE, Which of the following machine learning products does your organization use? Please select all that ,1,,Optimizing AI,
,Operations,Amazon,Management / Associate,USPO,USPO,DTM7_2,DTM7_2,"QID78,choiceId:2",QID78,DTM7_2,DTM7,Multi-Punch,COMPLETED,R_cO93ppSQPkIMsY9,,Dev Team Manager,TRUE, Which of the following machine learning products does your organization use? Please select all that ,1,,Optimizing AI,
1,Operations,Amazon Rekognition,Management / Associate,USPO,USPO,DTM7_3,DTM7_3,"QID78,choiceId:3",QID78,DTM7_3,DTM7,Multi-Punch,COMPLETED,R_cO93ppSQPkIMsY9,Amazon Rekognition,Dev Team Manager,TRUE, Which of the following machine learning products does your organization use? Please select all that ,1,,Optimizing AI,
,Operations,Azure Machine Learning Studio,Management / Associate,USPO,USPO,DTM7_4,DTM7_4,"QID78,choiceId:4",QID78,DTM7_4,DTM7,Multi-Punch,COMPLETED,R_cO93ppSQPkIMsY9,,Dev Team Manager,TRUE, Which of the following machine learning products does your organization use? Please select all that ,1,,Optimizing AI,
,Operations,Azure Cognitive Services,Management / Associate,USPO,USPO,DTM7_5,DTM7_5,"QID78,choiceId:5",QID78,DTM7_5,DTM7,Multi-Punch,COMPLETED,R_cO93ppSQPkIMsY9,,Dev Team Manager,TRUE, Which of the following machine learning products does your organization use? Please select all that ,1,,Optimizing AI,
1,Operations,Google Cloud AI Platform / Google Cloud ML Engine,Management / Associate,USPO,USPO,DTM7_6,DTM7_6,"QID78,choiceId:6",QID78,DTM7_6,DTM7,Multi-Punch,COMPLETED,R_cO93ppSQPkIMsY9,Google Cloud AI Platform / Google Cloud ML Engine,Dev Team Manager,TRUE, Which of the following machine learning products does your organization use? Please select all that ,1,,Optimizing AI,
,Operations,Google Cloud Video AI,Management / Associate,USPO,USPO,DTM7_7,DTM7_7,"QID78,choiceId:7",QID78,DTM7_7,DTM7,Multi-Punch,COMPLETED,R_cO93ppSQPkIMsY9,,Dev Team Manager,TRUE, Which of the following machine learning products does your organization use? Please select all that ,1,,Optimizing AI,
,Operations,Google Cloud Natural,Management / Associate,USPO,USPO,DTM7_8,DTM7_8,"QID78,choiceId:8",QID78,DTM7_8,DTM7,Multi-Punch,COMPLETED,R_cO93ppSQPkIMsY9,,Dev Team Manager,TRUE, Which of the following machine learning products does your organization use? Please select all that ,1,,Optimizing AI,
,Operations,Google Cloud Vision AI,Management / Associate,USPO,USPO,DTM7_9,DTM7_9,"QID78,choiceId:9",QID78,DTM7_9,DTM7,Multi-Punch,COMPLETED,R_cO93ppSQPkIMsY9,,Dev Team Manager,TRUE, Which of the following machine learning products does your organization use? Please select all that ,1,,Optimizing AI,
,Operations,(please specify),Management / Associate,USPO,USPO,DTM7_12_TEXT,DTM7_12_TEXT,QID7812TEXT,QID78,DTM7_12_TEXT,DTM7,Multi-Punch,COMPLETED,R_cO93ppSQPkIMsY9,,Dev Team Manager,TRUE, Which of the following machine learning products does your organization use? Please select all that ,1,,Optimizing AI,
,Operations,Agile project management,Management / Associate,USPO,USPO,DTM8_1,DTM8_1,"QID79,choiceId:1",QID79,DTM8_1,DTM8,Multi-Punch,COMPLETED,R_cO93ppSQPkIMsY9,,Dev Team Manager,TRUE, Which of the following DevOps best practices does your organization use to support AI implementations? Please select all that ,1,,Optimizing AI,
,Operations,Continuous integration/Continuous delivery (CI/CD),Management / Associate,USPO,USPO,DTM8_2,DTM8_2,"QID79,choiceId:2",QID79,DTM8_2,DTM8,Multi-Punch,COMPLETED,R_cO93ppSQPkIMsY9,,Dev Team Manager,TRUE, Which of the following DevOps best practices does your organization use to support AI implementations? Please select all that ,1,,Optimizing AI,
1,Operations,Automated testing,Management / Associate,USPO,USPO,DTM8_3,DTM8_3,"QID79,choiceId:3",QID79,DTM8_3,DTM8,Multi-Punch,COMPLETED,R_cO93ppSQPkIMsY9,Automated testing,Dev Team Manager,TRUE, Which of the following DevOps best practices does your organization use to support AI implementations? Please select all that ,1,,Optimizing AI,
,Operations,Key performance indicators (KPIs) measurement,Management / Associate,USPO,USPO,DTM8_4,DTM8_4,"QID79,choiceId:4",QID79,DTM8_4,DTM8,Multi-Punch,COMPLETED,R_cO93ppSQPkIMsY9,,Dev Team Manager,TRUE, Which of the following DevOps best practices does your organization use to support AI implementations? Please select all that ,1,,Optimizing AI,
